t	x	u
4.400000	4.900000	22.000046
4.400000	5.000000	22.131036
4.400000	5.100000	22.292267
4.400000	5.200000	22.511027
4.400000	5.300000	22.808969
4.400000	5.400000	23.200000
4.400000	5.500000	23.688912
4.400000	5.600000	24.270918
4.400000	5.700000	24.932117
4.400000	5.800000	25.650860
4.400000	5.900000	26.399861
4.400000	6.000000	27.148876
4.500000	4.900000	22.809052
4.500000	5.000000	22.950046
4.500000	5.100000	23.091036
4.500000	5.200000	23.262267
4.500000	5.300000	23.491027
4.500000	5.400000	23.798969
4.500000	5.500000	24.200000
4.500000	5.600000	24.698912
4.500000	5.700000	25.290918
4.500000	5.800000	25.962117
4.500000	5.900000	26.690860
4.500000	6.000000	27.449861
4.600000	4.900000	23.587808
4.600000	5.000000	23.769052
4.600000	5.100000	23.920046
4.600000	5.200000	24.071036
4.600000	5.300000	24.252267
4.600000	5.400000	24.491027
4.600000	5.500000	24.808969
4.600000	5.600000	25.220000
4.600000	5.700000	25.728912
4.600000	5.800000	26.330918
4.600000	5.900000	27.012117
4.600000	6.000000	27.750860
4.700000	4.900000	24.309028
4.700000	5.000000	24.557808
4.700000	5.100000	24.749052
4.700000	5.200000	24.910046
4.700000	5.300000	25.071036
4.700000	5.400000	25.262267
4.700000	5.500000	25.511027
4.700000	5.600000	25.838969
4.700000	5.700000	26.260000
4.700000	5.800000	26.778912
4.700000	5.900000	27.390918
4.700000	6.000000	28.082117
4.800000	4.900000	24.951059
4.800000	5.000000	25.289028
4.800000	5.100000	25.547808
4.800000	5.200000	25.749052
4.800000	5.300000	25.920046
4.800000	5.400000	26.091036
4.800000	5.500000	26.292267
4.800000	5.600000	26.551027
4.800000	5.700000	26.888969
4.800000	5.800000	27.320000
4.800000	5.900000	27.848912
4.800000	6.000000	28.470918
4.900000	4.900000	25.500000
4.900000	5.000000	25.941059
4.900000	5.100000	26.289028
4.900000	5.200000	26.557808
4.900000	5.300000	26.769052
4.900000	5.400000	26.950046
4.900000	5.500000	27.131036
4.900000	5.600000	27.342267
4.900000	5.700000	27.611027
4.900000	5.800000	27.958969
4.900000	5.900000	28.400000
4.900000	6.000000	28.938912
5.000000	4.900000	25.894837
5.000000	5.000000	26.500000
5.000000	5.100000	26.951059
5.000000	5.200000	27.309028
5.000000	5.300000	27.587808
5.000000	5.400000	27.809052
5.000000	5.500000	28.000046
5.000000	5.600000	28.191036
5.000000	5.700000	28.412267
5.000000	5.800000	28.691027
5.000000	5.900000	29.048969
5.000000	6.000000	29.500000
5.100000	4.900000	26.298731
5.100000	5.000000	26.904837
5.100000	5.100000	27.520000
5.100000	5.200000	27.981059
5.100000	5.300000	28.349028
5.100000	5.400000	28.637808
5.100000	5.500000	28.869052
5.100000	5.600000	29.070046
5.100000	5.700000	29.271036
5.100000	5.800000	29.502267
5.100000	5.900000	29.791027
5.100000	6.000000	30.158969
5.200000	4.900000	26.710818
5.200000	5.000000	27.318731
5.200000	5.100000	27.934837
5.200000	5.200000	28.560000
5.200000	5.300000	29.031059
5.200000	5.400000	29.409028
5.200000	5.500000	29.707808
5.200000	5.600000	29.949052
5.200000	5.700000	30.160046
5.200000	5.800000	30.371036
5.200000	5.900000	30.612267
5.200000	6.000000	30.911027
5.300000	4.900000	27.130320
5.300000	5.000000	27.740818
5.300000	5.100000	28.358731
5.300000	5.200000	28.984837
5.300000	5.300000	29.620000
5.300000	5.400000	30.101059
5.300000	5.500000	30.489028
5.300000	5.600000	30.797808
5.300000	5.700000	31.049052
5.300000	5.800000	31.270046
5.300000	5.900000	31.491036
5.300000	6.000000	31.742267
5.400000	4.900000	27.556531
5.400000	5.000000	28.170320
5.400000	5.100000	28.790818
5.400000	5.200000	29.418731
5.400000	5.300000	30.054837
5.400000	5.400000	30.700000
5.400000	5.500000	31.191059
5.400000	5.600000	31.589028
5.400000	5.700000	31.907808
5.400000	5.800000	32.169052
5.400000	5.900000	32.400046
5.400000	6.000000	32.631036
5.500000	4.900000	27.988812
5.500000	5.000000	28.606531
5.500000	5.100000	29.230320
5.500000	5.200000	29.860818
5.500000	5.300000	30.498731
5.500000	5.400000	31.144837
5.500000	5.500000	31.800000
5.500000	5.600000	32.301059
5.500000	5.700000	32.709028
5.500000	5.800000	33.037808
5.500000	5.900000	33.309052
5.500000	6.000000	33.550046
5.600000	4.900000	28.426585
5.600000	5.000000	29.048812
5.600000	5.100000	29.676531
5.600000	5.200000	30.310320
5.600000	5.300000	30.950818
5.600000	5.400000	31.598731
5.600000	5.500000	32.254837
5.600000	5.600000	32.920000
5.600000	5.700000	33.431059
5.600000	5.800000	33.849028
5.600000	5.900000	34.187808
5.600000	6.000000	34.469052
5.700000	4.900000	28.869329
5.700000	5.000000	29.496585
5.700000	5.100000	30.128812
5.700000	5.200000	30.766531
5.700000	5.300000	31.410320
5.700000	5.400000	32.060818
5.700000	5.500000	32.718731
5.700000	5.600000	33.384837
5.700000	5.700000	34.060000
5.700000	5.800000	34.581059
5.700000	5.900000	35.009028
5.700000	6.000000	35.357808
5.800000	4.900000	29.316570
5.800000	5.000000	29.949329
5.800000	5.100000	30.586585
5.800000	5.200000	31.228812
5.800000	5.300000	31.876531
5.800000	5.400000	32.530320
5.800000	5.500000	33.190818
5.800000	5.600000	33.858731
5.800000	5.700000	34.534837
5.800000	5.800000	35.220000
5.800000	5.900000	35.751059
5.800000	6.000000	36.189028
5.900000	4.900000	29.767879
5.900000	5.000000	30.406570
5.900000	5.100000	31.049329
5.900000	5.200000	31.696585
5.900000	5.300000	32.348812
5.900000	5.400000	33.006531
5.900000	5.500000	33.670320
5.900000	5.600000	34.340818
5.900000	5.700000	35.018731
5.900000	5.800000	35.704837
5.900000	5.900000	36.400000
5.900000	6.000000	36.941059
6.000000	4.900000	30.222871
6.000000	5.000000	30.867879
6.000000	5.100000	31.516570
6.000000	5.200000	32.169329
6.000000	5.300000	32.826585
6.000000	5.400000	33.488812
6.000000	5.500000	34.156531
6.000000	5.600000	34.830320
6.000000	5.700000	35.510818
6.000000	5.800000	36.198731
6.000000	5.900000	36.894837
6.000000	6.000000	37.600000
6.100000	4.900000	30.681194
6.100000	5.000000	31.332871
6.100000	5.100000	31.987879
6.100000	5.200000	32.646570
6.100000	5.300000	33.309329
6.100000	5.400000	33.976585
6.100000	5.500000	34.648812
6.100000	5.600000	35.326531
6.100000	5.700000	36.010320
6.100000	5.800000	36.700818
6.100000	5.900000	37.398731
6.100000	6.000000	38.104837
6.200000	4.900000	31.142532
6.200000	5.000000	31.801194
6.200000	5.100000	32.462871
6.200000	5.200000	33.127879
6.200000	5.300000	33.796570
6.200000	5.400000	34.469329
6.200000	5.500000	35.146585
6.200000	5.600000	35.828812
6.200000	5.700000	36.516531
6.200000	5.800000	37.210320
6.200000	5.900000	37.910818
6.200000	6.000000	38.618731
6.300000	4.900000	31.606597
6.300000	5.000000	32.272532
6.300000	5.100000	32.941194
6.300000	5.200000	33.612871
6.300000	5.300000	34.287879
6.300000	5.400000	34.966570
6.300000	5.500000	35.649329
6.300000	5.600000	36.336585
6.300000	5.700000	37.028812
6.300000	5.800000	37.726531
6.300000	5.900000	38.430320
6.300000	6.000000	39.140818
6.400000	4.900000	32.073130
6.400000	5.000000	32.746597
6.400000	5.100000	33.422532
6.400000	5.200000	34.101194
6.400000	5.300000	34.782871
6.400000	5.400000	35.467879
6.400000	5.500000	36.156570
6.400000	5.600000	36.849329
6.400000	5.700000	37.546585
6.400000	5.800000	38.248812
6.400000	5.900000	38.956531
6.400000	6.000000	39.670320
6.500000	4.900000	32.541897
6.500000	5.000000	33.223130
6.500000	5.100000	33.906597
6.500000	5.200000	34.592532
6.500000	5.300000	35.281194
6.500000	5.400000	35.972871
6.500000	5.500000	36.667879
6.500000	5.600000	37.366570
6.500000	5.700000	38.069329
6.500000	5.800000	38.776585
6.500000	5.900000	39.488812
6.500000	6.000000	40.206531
6.600000	4.900000	33.012684
6.600000	5.000000	33.701897
6.600000	5.100000	34.393130
6.600000	5.200000	35.086597
6.600000	5.300000	35.782532
6.600000	5.400000	36.481194
6.600000	5.500000	37.182871
6.600000	5.600000	37.887879
6.600000	5.700000	38.596570
6.600000	5.800000	39.309329
6.600000	5.900000	40.026585
6.600000	6.000000	40.748812
6.700000	4.900000	33.485299
6.700000	5.000000	34.182684
6.700000	5.100000	34.881897
6.700000	5.200000	35.583130
6.700000	5.300000	36.286597
6.700000	5.400000	36.992532
6.700000	5.500000	37.701194
6.700000	5.600000	38.412871
6.700000	5.700000	39.127879
6.700000	5.800000	39.846570
6.700000	5.900000	40.569329
6.700000	6.000000	41.296585
6.800000	4.900000	33.959569
6.800000	5.000000	34.665299
6.800000	5.100000	35.372684
6.800000	5.200000	36.081897
6.800000	5.300000	36.793130
6.800000	5.400000	37.506597
6.800000	5.500000	38.222532
6.800000	5.600000	38.941194
6.800000	5.700000	39.662871
6.800000	5.800000	40.387879
6.800000	5.900000	41.116570
6.800000	6.000000	41.849329
6.900000	4.900000	34.435335
6.900000	5.000000	35.149569
6.900000	5.100000	35.865299
6.900000	5.200000	36.582684
6.900000	5.300000	37.301897
6.900000	5.400000	38.023130
6.900000	5.500000	38.746597
6.900000	5.600000	39.472532
6.900000	5.700000	40.201194
6.900000	5.800000	40.932871
6.900000	5.900000	41.667879
6.900000	6.000000	42.406570
7.000000	4.900000	34.912456
7.000000	5.000000	35.635335
7.000000	5.100000	36.359569
7.000000	5.200000	37.085299
7.000000	5.300000	37.812684
7.000000	5.400000	38.541897
7.000000	5.500000	39.273130
7.000000	5.600000	40.006597
7.000000	5.700000	40.742532
7.000000	5.800000	41.481194
7.000000	5.900000	42.222871
7.000000	6.000000	42.967879
7.100000	4.900000	35.390803
7.100000	5.000000	36.122456
7.100000	5.100000	36.855335
7.100000	5.200000	37.589569
7.100000	5.300000	38.325299
7.100000	5.400000	39.062684
7.100000	5.500000	39.801897
7.100000	5.600000	40.543130
7.100000	5.700000	41.286597
7.100000	5.800000	42.032532
7.100000	5.900000	42.781194
7.100000	6.000000	43.532871
7.200000	4.900000	35.870259
7.200000	5.000000	36.610803
7.200000	5.100000	37.352456
7.200000	5.200000	38.095335
7.200000	5.300000	38.839569
7.200000	5.400000	39.585299
7.200000	5.500000	40.332684
7.200000	5.600000	41.081897
7.200000	5.700000	41.833130
7.200000	5.800000	42.586597
7.200000	5.900000	43.342532
7.200000	6.000000	44.101194
7.300000	4.900000	36.350718
7.300000	5.000000	37.100259
7.300000	5.100000	37.850803
7.300000	5.200000	38.602456
7.300000	5.300000	39.355335
7.300000	5.400000	40.109569
7.300000	5.500000	40.865299
7.300000	5.600000	41.622684
7.300000	5.700000	42.381897
7.300000	5.800000	43.143130
7.300000	5.900000	43.906597
7.300000	6.000000	44.672532
7.400000	4.900000	36.832085
7.400000	5.000000	37.590718
7.400000	5.100000	38.350259
7.400000	5.200000	39.110803
7.400000	5.300000	39.872456
7.400000	5.400000	40.635335
7.400000	5.500000	41.399569
7.400000	5.600000	42.165299
7.400000	5.700000	42.932684
7.400000	5.800000	43.701897
7.400000	5.900000	44.473130
7.400000	6.000000	45.246597
7.500000	4.900000	37.314274
7.500000	5.000000	38.082085
7.500000	5.100000	38.850718
7.500000	5.200000	39.620259
7.500000	5.300000	40.390803
7.500000	5.400000	41.162456
7.500000	5.500000	41.935335
7.500000	5.600000	42.709569
7.500000	5.700000	43.485299
7.500000	5.800000	44.262684
7.500000	5.900000	45.041897
7.500000	6.000000	45.823130
7.600000	4.900000	37.797206
7.600000	5.000000	38.574274
7.600000	5.100000	39.352085
7.600000	5.200000	40.130718
7.600000	5.300000	40.910259
7.600000	5.400000	41.690803
7.600000	5.500000	42.472456
7.600000	5.600000	43.255335
7.600000	5.700000	44.039569
7.600000	5.800000	44.825299
7.600000	5.900000	45.612684
7.600000	6.000000	46.401897
7.700000	4.900000	38.280810
7.700000	5.000000	39.067206
7.700000	5.100000	39.854274
7.700000	5.200000	40.642085
7.700000	5.300000	41.430718
7.700000	5.400000	42.220259
7.700000	5.500000	43.010803
7.700000	5.600000	43.802456
7.700000	5.700000	44.595335
7.700000	5.800000	45.389569
7.700000	5.900000	46.185299
7.700000	6.000000	46.982684
7.800000	4.900000	38.765023
7.800000	5.000000	39.560810
7.800000	5.100000	40.357206
7.800000	5.200000	41.154274
7.800000	5.300000	41.952085
7.800000	5.400000	42.750718
7.800000	5.500000	43.550259
7.800000	5.600000	44.350803
7.800000	5.700000	45.152456
7.800000	5.800000	45.955335
7.800000	5.900000	46.759569
7.800000	6.000000	47.565299
7.900000	4.900000	39.249787
7.900000	5.000000	40.055023
7.900000	5.100000	40.860810
7.900000	5.200000	41.667206
7.900000	5.300000	42.474274
7.900000	5.400000	43.282085
7.900000	5.500000	44.090718
7.900000	5.600000	44.900259
7.900000	5.700000	45.710803
7.900000	5.800000	46.522456
7.900000	5.900000	47.335335
7.900000	6.000000	48.149569
8.000000	4.900000	39.735049
8.000000	5.000000	40.549787
8.000000	5.100000	41.365023
8.000000	5.200000	42.180810
8.000000	5.300000	42.997206
8.000000	5.400000	43.814274
8.000000	5.500000	44.632085
8.000000	5.600000	45.450718
8.000000	5.700000	46.270259
8.000000	5.800000	47.090803
8.000000	5.900000	47.912456
8.000000	6.000000	48.735335
8.100000	4.900000	40.220762
8.100000	5.000000	41.045049
8.100000	5.100000	41.869787
8.100000	5.200000	42.695023
8.100000	5.300000	43.520810
8.100000	5.400000	44.347206
8.100000	5.500000	45.174274
8.100000	5.600000	46.002085
8.100000	5.700000	46.830718
8.100000	5.800000	47.660259
8.100000	5.900000	48.490803
8.100000	6.000000	49.322456
8.200000	4.900000	40.706883
8.200000	5.000000	41.540762
8.200000	5.100000	42.375049
8.200000	5.200000	43.209787
8.200000	5.300000	44.045023
8.200000	5.400000	44.880810
8.200000	5.500000	45.717206
8.200000	5.600000	46.554274
8.200000	5.700000	47.392085
8.200000	5.800000	48.230718
8.200000	5.900000	49.070259
8.200000	6.000000	49.910803
8.300000	4.900000	41.193373
8.300000	5.000000	42.036883
8.300000	5.100000	42.880762
8.300000	5.200000	43.725049
8.300000	5.300000	44.569787
8.300000	5.400000	45.415023
8.300000	5.500000	46.260810
8.300000	5.600000	47.107206
8.300000	5.700000	47.954274
8.300000	5.800000	48.802085
8.300000	5.900000	49.650718
8.300000	6.000000	50.500259
8.400000	4.900000	41.680197
8.400000	5.000000	42.533373
8.400000	5.100000	43.386883
8.400000	5.200000	44.240762
8.400000	5.300000	45.095049
8.400000	5.400000	45.949787
8.400000	5.500000	46.805023
8.400000	5.600000	47.660810
8.400000	5.700000	48.517206
8.400000	5.800000	49.374274
8.400000	5.900000	50.232085
8.400000	6.000000	51.090718
8.500000	4.900000	42.167324
8.500000	5.000000	43.030197
8.500000	5.100000	43.893373
8.500000	5.200000	44.756883
8.500000	5.300000	45.620762
8.500000	5.400000	46.485049
8.500000	5.500000	47.349787
8.500000	5.600000	48.215023
8.500000	5.700000	49.080810
8.500000	5.800000	49.947206
8.500000	5.900000	50.814274
8.500000	6.000000	51.682085
8.600000	4.900000	42.654724
8.600000	5.000000	43.527324
8.600000	5.100000	44.400197
8.600000	5.200000	45.273373
8.600000	5.300000	46.146883
8.600000	5.400000	47.020762
8.600000	5.500000	47.895049
8.600000	5.600000	48.769787
8.600000	5.700000	49.645023
8.600000	5.800000	50.520810
8.600000	5.900000	51.397206
8.600000	6.000000	52.274274
8.700000	4.900000	43.142371
8.700000	5.000000	44.024724
8.700000	5.100000	44.907324
8.700000	5.200000	45.790197
8.700000	5.300000	46.673373
8.700000	5.400000	47.556883
8.700000	5.500000	48.440762
8.700000	5.600000	49.325049
8.700000	5.700000	50.209787
8.700000	5.800000	51.095023
8.700000	5.900000	51.980810
8.700000	6.000000	52.867206
8.800000	4.900000	43.630242
8.800000	5.000000	44.522371
8.800000	5.100000	45.414724
8.800000	5.200000	46.307324
8.800000	5.300000	47.200197
8.800000	5.400000	48.093373
8.800000	5.500000	48.986883
8.800000	5.600000	49.880762
8.800000	5.700000	50.775049
8.800000	5.800000	51.669787
8.800000	5.900000	52.565023
8.800000	6.000000	53.460810
8.900000	4.900000	44.118316
8.900000	5.000000	45.020242
8.900000	5.100000	45.922371
8.900000	5.200000	46.824724
8.900000	5.300000	47.727324
8.900000	5.400000	48.630197
8.900000	5.500000	49.533373
8.900000	5.600000	50.436883
8.900000	5.700000	51.340762
8.900000	5.800000	52.245049
8.900000	5.900000	53.149787
8.900000	6.000000	54.055023
9.000000	4.900000	44.606573
9.000000	5.000000	45.518316
9.000000	5.100000	46.430242
9.000000	5.200000	47.342371
9.000000	5.300000	48.254724
9.000000	5.400000	49.167324
9.000000	5.500000	50.080197
9.000000	5.600000	50.993373
9.000000	5.700000	51.906883
9.000000	5.800000	52.820762
9.000000	5.900000	53.735049
9.000000	6.000000	54.649787
9.100000	4.900000	45.094996
9.100000	5.000000	46.016573
9.100000	5.100000	46.938316
9.100000	5.200000	47.860242
9.100000	5.300000	48.782371
9.100000	5.400000	49.704724
9.100000	5.500000	50.627324
9.100000	5.600000	51.550197
9.100000	5.700000	52.473373
9.100000	5.800000	53.396883
9.100000	5.900000	54.320762
9.100000	6.000000	55.245049
9.200000	4.900000	45.583569
9.200000	5.000000	46.514996
9.200000	5.100000	47.446573
9.200000	5.200000	48.378316
9.200000	5.300000	49.310242
9.200000	5.400000	50.242371
9.200000	5.500000	51.174724
9.200000	5.600000	52.107324
9.200000	5.700000	53.040197
9.200000	5.800000	53.973373
9.200000	5.900000	54.906883
9.200000	6.000000	55.840762
9.300000	4.900000	46.072277
9.300000	5.000000	47.013569
9.300000	5.100000	47.954996
9.300000	5.200000	48.896573
9.300000	5.300000	49.838316
9.300000	5.400000	50.780242
9.300000	5.500000	51.722371
9.300000	5.600000	52.664724
9.300000	5.700000	53.607324
9.300000	5.800000	54.550197
9.300000	5.900000	55.493373
9.300000	6.000000	56.436883
9.400000	4.900000	46.561109
9.400000	5.000000	47.512277
9.400000	5.100000	48.463569
9.400000	5.200000	49.414996
9.400000	5.300000	50.366573
9.400000	5.400000	51.318316
9.400000	5.500000	52.270242
9.400000	5.600000	53.222371
9.400000	5.700000	54.174724
9.400000	5.800000	55.127324
9.400000	5.900000	56.080197
9.400000	6.000000	57.033373
9.500000	4.900000	47.050052
9.500000	5.000000	48.011109
9.500000	5.100000	48.972277
9.500000	5.200000	49.933569
9.500000	5.300000	50.894996
9.500000	5.400000	51.856573
9.500000	5.500000	52.818316
9.500000	5.600000	53.780242
9.500000	5.700000	54.742371
9.500000	5.800000	55.704724
9.500000	5.900000	56.667324
9.500000	6.000000	57.630197
9.600000	4.900000	47.539095
9.600000	5.000000	48.510052
9.600000	5.100000	49.481109
9.600000	5.200000	50.452277
9.600000	5.300000	51.423569
9.600000	5.400000	52.394996
9.600000	5.500000	53.366573
9.600000	5.600000	54.338316
9.600000	5.700000	55.310242
9.600000	5.800000	56.282371
9.600000	5.900000	57.254724
9.600000	6.000000	58.227324
9.700000	4.900000	48.028230
9.700000	5.000000	49.009095
9.700000	5.100000	49.990052
9.700000	5.200000	50.971109
9.700000	5.300000	51.952277
9.700000	5.400000	52.933569
9.700000	5.500000	53.914996
9.700000	5.600000	54.896573
9.700000	5.700000	55.878316
9.700000	5.800000	56.860242
9.700000	5.900000	57.842371
9.700000	6.000000	58.824724
9.800000	4.900000	48.517447
9.800000	5.000000	49.508230
9.800000	5.100000	50.499095
9.800000	5.200000	51.490052
9.800000	5.300000	52.481109
9.800000	5.400000	53.472277
9.800000	5.500000	54.463569
9.800000	5.600000	55.454996
9.800000	5.700000	56.446573
9.800000	5.800000	57.438316
9.800000	5.900000	58.430242
9.800000	6.000000	59.422371
9.900000	4.900000	49.006738
9.900000	5.000000	50.007447
9.900000	5.100000	51.008230
9.900000	5.200000	52.009095
9.900000	5.300000	53.010052
9.900000	5.400000	54.011109
9.900000	5.500000	55.012277
9.900000	5.600000	56.013569
9.900000	5.700000	57.014996
9.900000	5.800000	58.016573
9.900000	5.900000	59.018316
9.900000	6.000000	60.020242
0.000000	6.100000	0.951231
0.000000	6.200000	0.809355
0.000000	6.300000	0.588257
0.000000	6.400000	0.309581
0.000000	6.500000	0.000602
0.000000	6.600000	-0.308435
0.000000	6.700000	-0.587283
0.000000	6.800000	-0.808647
0.000000	6.900000	-0.950859
0.000000	7.000000	-1.000000
0.000000	7.100000	-0.951260
0.000000	7.200000	-0.809409
0.100000	6.100000	1.620000
0.100000	6.200000	1.581231
0.100000	6.300000	1.449355
0.100000	6.400000	1.238257
0.100000	6.500000	0.969581
0.100000	6.600000	0.670602
0.100000	6.700000	0.371565
0.100000	6.800000	0.102717
0.100000	6.900000	-0.108647
0.100000	7.000000	-0.240859
0.100000	7.100000	-0.280000
0.100000	7.200000	-0.221260
0.200000	6.100000	2.190887
0.200000	6.200000	2.260000
0.200000	6.300000	2.231231
0.200000	6.400000	2.109355
0.200000	6.500000	1.908257
0.200000	6.600000	1.649581
0.200000	6.700000	1.360602
0.200000	6.800000	1.071565
0.200000	6.900000	0.812717
0.200000	7.000000	0.611353
0.200000	7.100000	0.489141
0.200000	7.200000	0.460000
0.300000	6.100000	2.668701
0.300000	6.200000	2.840887
0.300000	6.300000	2.920000
0.300000	6.400000	2.901231
0.300000	6.500000	2.789355
0.300000	6.600000	2.598257
0.300000	6.700000	2.349581
0.300000	6.800000	2.070602
0.300000	6.900000	1.791565
0.300000	7.000000	1.542717
0.300000	7.100000	1.351353
0.300000	7.200000	1.239141
0.400000	6.100000	3.067358
0.400000	6.200000	3.328701
0.400000	6.300000	3.510887
0.400000	6.400000	3.600000
0.400000	6.500000	3.591231
0.400000	6.600000	3.489355
0.400000	6.700000	3.308257
0.400000	6.800000	3.069581
0.400000	6.900000	2.800602
0.400000	7.000000	2.531565
0.400000	7.100000	2.292717
0.400000	7.200000	2.111353
0.500000	6.100000	3.408523
0.500000	6.200000	3.737358
0.500000	6.300000	4.008701
0.500000	6.400000	4.200887
0.500000	6.500000	4.300000
0.500000	6.600000	4.301231
0.500000	6.700000	4.209355
0.500000	6.800000	4.038257
0.500000	6.900000	3.809581
0.500000	7.000000	3.550602
0.500000	7.100000	3.291565
0.500000	7.200000	3.062717
0.600000	6.100000	3.719490
0.600000	6.200000	4.088523
0.600000	6.300000	4.427358
0.600000	6.400000	4.708701
0.600000	6.500000	4.910887
0.600000	6.600000	5.020000
0.600000	6.700000	5.031231
0.600000	6.800000	4.949355
0.600000	6.900000	4.788257
0.600000	7.000000	4.569581
0.600000	7.100000	4.320602
0.600000	7.200000	4.071565
0.700000	6.100000	4.030507
0.700000	6.200000	4.409490
0.700000	6.300000	4.788523
0.700000	6.400000	5.137358
0.700000	6.500000	5.428701
0.700000	6.600000	5.640887
0.700000	6.700000	5.760000
0.700000	6.800000	5.781231
0.700000	6.900000	5.709355
0.700000	7.000000	5.558257
0.700000	7.100000	5.349581
0.700000	7.200000	5.110602
0.800000	6.100000	4.371818
0.800000	6.200000	4.730507
0.800000	6.300000	5.119490
0.800000	6.400000	5.508523
0.800000	6.500000	5.867358
0.800000	6.600000	6.168701
0.800000	6.700000	6.390887
0.800000	6.800000	6.520000
0.800000	6.900000	6.551231
0.800000	7.000000	6.489355
0.800000	7.100000	6.348257
0.800000	7.200000	6.149581
0.900000	6.100000	4.770700
0.900000	6.200000	5.081818
0.900000	6.300000	5.450507
0.900000	6.400000	5.849490
0.900000	6.500000	6.248523
0.900000	6.600000	6.617358
0.900000	6.700000	6.928701
0.900000	6.800000	7.160887
0.900000	6.900000	7.300000
0.900000	7.000000	7.341231
0.900000	7.100000	7.289355
0.900000	7.200000	7.158257
1.000000	6.100000	5.248798
1.000000	6.200000	5.490700
1.000000	6.300000	5.811818
1.000000	6.400000	6.190507
1.000000	6.500000	6.599490
1.000000	6.600000	7.008523
1.000000	6.700000	7.387358
1.000000	6.800000	7.708701
1.000000	6.900000	7.950887
1.000000	7.000000	8.100000
1.000000	7.100000	8.151231
1.000000	7.200000	8.109355
1.100000	6.100000	5.820000
1.100000	6.200000	5.978798
1.100000	6.300000	6.230700
1.100000	6.400000	6.561818
1.100000	6.500000	6.950507
1.100000	6.600000	7.369490
1.100000	6.700000	7.788523
1.100000	6.800000	8.177358
1.100000	6.900000	8.508701
1.100000	7.000000	8.760887
1.100000	7.100000	8.920000
1.100000	7.200000	8.981231
1.200000	6.100000	6.489084
1.200000	6.200000	6.560000
1.200000	6.300000	6.728798
1.200000	6.400000	6.990700
1.200000	6.500000	7.331818
1.200000	6.600000	7.730507
1.200000	6.700000	8.159490
1.200000	6.800000	8.588523
1.200000	6.900000	8.987358
1.200000	7.000000	9.328701
1.200000	7.100000	9.590887
1.200000	7.200000	9.760000
1.300000	6.100000	7.251244
1.300000	6.200000	7.239084
1.300000	6.300000	7.320000
1.300000	6.400000	7.498798
1.300000	6.500000	7.770700
1.300000	6.600000	8.121818
1.300000	6.700000	8.530507
1.300000	6.800000	8.969490
1.300000	6.900000	9.408523
1.300000	7.000000	9.817358
1.300000	7.100000	10.168701
1.300000	7.200000	10.440887
1.400000	6.100000	8.092567
1.400000	6.200000	8.011244
1.400000	6.300000	8.009084
1.400000	6.400000	8.100000
1.400000	6.500000	8.288798
1.400000	6.600000	8.570700
1.400000	6.700000	8.931818
1.400000	6.800000	9.350507
1.400000	6.900000	9.799490
1.400000	7.000000	10.248523
1.400000	7.100000	10.667358
1.400000	7.200000	11.028701
1.500000	6.100000	8.991388
1.500000	6.200000	8.862567
1.500000	6.300000	8.791244
1.500000	6.400000	8.799084
1.500000	6.500000	8.900000
1.500000	6.600000	9.098798
1.500000	6.700000	9.390700
1.500000	6.800000	9.761818
1.500000	6.900000	10.190507
1.500000	7.000000	10.649490
1.500000	7.100000	11.108523
1.500000	7.200000	11.537358
1.600000	6.100000	9.920417
1.600000	6.200000	9.771388
1.600000	6.300000	9.652567
1.600000	6.400000	9.591244
1.600000	6.500000	9.609084
1.600000	6.600000	9.720000
1.600000	6.700000	9.928798
1.600000	6.800000	10.230700
1.600000	6.900000	10.611818
1.600000	7.000000	11.050507
1.600000	7.100000	11.519490
1.600000	7.200000	11.988523
1.700000	6.100000	10.849405
1.700000	6.200000	10.710417
1.700000	6.300000	10.571388
1.700000	6.400000	10.462567
1.700000	6.500000	10.411244
1.700000	6.600000	10.439084
1.700000	6.700000	10.560000
1.700000	6.800000	10.778798
1.700000	6.900000	11.090700
1.700000	7.000000	11.481818
1.700000	7.100000	11.930507
1.700000	7.200000	12.409490
1.800000	6.100000	11.748108
1.800000	6.200000	11.649405
1.800000	6.300000	11.520417
1.800000	6.400000	11.391388
1.800000	6.500000	11.292567
1.800000	6.600000	11.251244
1.800000	6.700000	11.289084
1.800000	6.800000	11.420000
1.800000	6.900000	11.648798
1.800000	7.000000	11.970700
1.800000	7.100000	12.371818
1.800000	7.200000	12.830507
1.900000	6.100000	12.589246
1.900000	6.200000	12.558108
1.900000	6.300000	12.469405
1.900000	6.400000	12.350417
1.900000	6.500000	12.231388
1.900000	6.600000	12.142567
1.900000	6.700000	12.111244
1.900000	6.800000	12.159084
1.900000	6.900000	12.300000
1.900000	7.000000	12.538798
1.900000	7.100000	12.870700
1.900000	7.200000	13.281818
2.000000	6.100000	13.351174
2.000000	6.200000	13.409246
2.000000	6.300000	13.388108
2.000000	6.400000	13.309405
2.000000	6.500000	13.200417
2.000000	6.600000	13.091388
2.000000	6.700000	13.012567
2.000000	6.800000	12.991244
2.000000	6.900000	13.049084
2.000000	7.000000	13.200000
2.000000	7.100000	13.448798
2.000000	7.200000	13.790700
2.100000	6.100000	14.020000
2.100000	6.200000	14.181174
2.100000	6.300000	14.249246
2.100000	6.400000	14.238108
2.100000	6.500000	14.169405
2.100000	6.600000	14.070417
2.100000	6.700000	13.971388
2.100000	6.800000	13.902567
