t	x	u
3.400000	1.900000	6.873130
3.400000	2.000000	7.246597
3.400000	2.100000	7.622532
3.400000	2.200000	8.001194
3.400000	2.300000	8.382871
3.400000	2.400000	8.767879
3.500000	1.300000	4.790803
3.500000	1.400000	5.162456
3.500000	1.500000	5.535335
3.500000	1.600000	5.909569
3.500000	1.700000	6.285299
3.500000	1.800000	6.662684
3.500000	1.900000	7.041897
3.500000	2.000000	7.423130
3.500000	2.100000	7.806597
3.500000	2.200000	8.192532
3.500000	2.300000	8.581194
3.500000	2.400000	8.972871
3.600000	1.300000	4.910259
3.600000	1.400000	5.290803
3.600000	1.500000	5.672456
3.600000	1.600000	6.055335
3.600000	1.700000	6.439569
3.600000	1.800000	6.825299
3.600000	1.900000	7.212684
3.600000	2.000000	7.601897
3.600000	2.100000	7.993130
3.600000	2.200000	8.386597
3.600000	2.300000	8.782532
3.600000	2.400000	9.181194
3.700000	1.300000	5.030718
3.700000	1.400000	5.420259
3.700000	1.500000	5.810803
3.700000	1.600000	6.202456
3.700000	1.700000	6.595335
3.700000	1.800000	6.989569
3.700000	1.900000	7.385299
3.700000	2.000000	7.782684
3.700000	2.100000	8.181897
3.700000	2.200000	8.583130
3.700000	2.300000	8.986597
3.700000	2.400000	9.392532
3.800000	1.300000	5.152085
3.800000	1.400000	5.550718
3.800000	1.500000	5.950259
3.800000	1.600000	6.350803
3.800000	1.700000	6.752456
3.800000	1.800000	7.155335
3.800000	1.900000	7.559569
3.800000	2.000000	7.965299
3.800000	2.100000	8.372684
3.800000	2.200000	8.781897
3.800000	2.300000	9.193130
3.800000	2.400000	9.606597
3.900000	1.300000	5.274274
3.900000	1.400000	5.682085
3.900000	1.500000	6.090718
3.900000	1.600000	6.500259
3.900000	1.700000	6.910803
3.900000	1.800000	7.322456
3.900000	1.900000	7.735335
3.900000	2.000000	8.149569
3.900000	2.100000	8.565299
3.900000	2.200000	8.982684
3.900000	2.300000	9.401897
3.900000	2.400000	9.823130
4.000000	1.300000	5.397206
4.000000	1.400000	5.814274
4.000000	1.500000	6.232085
4.000000	1.600000	6.650718
4.000000	1.700000	7.070259
4.000000	1.800000	7.490803
4.000000	1.900000	7.912456
4.000000	2.000000	8.335335
4.000000	2.100000	8.759569
4.000000	2.200000	9.185299
4.000000	2.300000	9.612684
4.000000	2.400000	10.041897
4.100000	1.300000	5.520810
4.100000	1.400000	5.947206
4.100000	1.500000	6.374274
4.100000	1.600000	6.802085
4.100000	1.700000	7.230718
4.100000	1.800000	7.660259
4.100000	1.900000	8.090803
4.100000	2.000000	8.522456
4.100000	2.100000	8.955335
4.100000	2.200000	9.389569
4.100000	2.300000	9.825299
4.100000	2.400000	10.262684
4.200000	1.300000	5.645023
4.200000	1.400000	6.080810
4.200000	1.500000	6.517206
4.200000	1.600000	6.954274
4.200000	1.700000	7.392085
4.200000	1.800000	7.830718
4.200000	1.900000	8.270259
4.200000	2.000000	8.710803
4.200000	2.100000	9.152456
4.200000	2.200000	9.595335
4.200000	2.300000	10.039569
4.200000	2.400000	10.485299
4.300000	1.300000	5.769787
4.300000	1.400000	6.215023
4.300000	1.500000	6.660810
4.300000	1.600000	7.107206
4.300000	1.700000	7.554274
4.300000	1.800000	8.002085
4.300000	1.900000	8.450718
4.300000	2.000000	8.900259
4.300000	2.100000	9.350803
4.300000	2.200000	9.802456
4.300000	2.300000	10.255335
4.300000	2.400000	10.709569
4.400000	1.300000	5.895049
4.400000	1.400000	6.349787
4.400000	1.500000	6.805023
4.400000	1.600000	7.260810
4.400000	1.700000	7.717206
4.400000	1.800000	8.174274
4.400000	1.900000	8.632085
4.400000	2.000000	9.090718
4.400000	2.100000	9.550259
4.400000	2.200000	10.010803
4.400000	2.300000	10.472456
4.400000	2.400000	10.935335
4.500000	1.300000	6.020762
4.500000	1.400000	6.485049
4.500000	1.500000	6.949787
4.500000	1.600000	7.415023
4.500000	1.700000	7.880810
4.500000	1.800000	8.347206
4.500000	1.900000	8.814274
4.500000	2.000000	9.282085
4.500000	2.100000	9.750718
4.500000	2.200000	10.220259
4.500000	2.300000	10.690803
4.500000	2.400000	11.162456
4.600000	1.300000	6.146883
4.600000	1.400000	6.620762
4.600000	1.500000	7.095049
4.600000	1.600000	7.569787
4.600000	1.700000	8.045023
4.600000	1.800000	8.520810
4.600000	1.900000	8.997206
4.600000	2.000000	9.474274
4.600000	2.100000	9.952085
4.600000	2.200000	10.430718
4.600000	2.300000	10.910259
4.600000	2.400000	11.390803
4.700000	1.300000	6.273373
4.700000	1.400000	6.756883
4.700000	1.500000	7.240762
4.700000	1.600000	7.725049
4.700000	1.700000	8.209787
4.700000	1.800000	8.695023
4.700000	1.900000	9.180810
4.700000	2.000000	9.667206
4.700000	2.100000	10.154274
4.700000	2.200000	10.642085
4.700000	2.300000	11.130718
4.700000	2.400000	11.620259
4.800000	1.300000	6.400197
4.800000	1.400000	6.893373
4.800000	1.500000	7.386883
4.800000	1.600000	7.880762
4.800000	1.700000	8.375049
4.800000	1.800000	8.869787
4.800000	1.900000	9.365023
4.800000	2.000000	9.860810
4.800000	2.100000	10.357206
4.800000	2.200000	10.854274
4.800000	2.300000	11.352085
4.800000	2.400000	11.850718
4.900000	1.300000	6.527324
4.900000	1.400000	7.030197
4.900000	1.500000	7.533373
4.900000	1.600000	8.036883
4.900000	1.700000	8.540762
4.900000	1.800000	9.045049
4.900000	1.900000	9.549787
4.900000	2.000000	10.055023
4.900000	2.100000	10.560810
4.900000	2.200000	11.067206
4.900000	2.300000	11.574274
4.900000	2.400000	12.082085
5.000000	1.300000	6.654724
5.000000	1.400000	7.167324
5.000000	1.500000	7.680197
5.000000	1.600000	8.193373
5.000000	1.700000	8.706883
5.000000	1.800000	9.220762
5.000000	1.900000	9.735049
5.000000	2.000000	10.249787
5.000000	2.100000	10.765023
5.000000	2.200000	11.280810
5.000000	2.300000	11.797206
5.000000	2.400000	12.314274
5.100000	1.300000	6.782371
5.100000	1.400000	7.304724
5.100000	1.500000	7.827324
5.100000	1.600000	8.350197
5.100000	1.700000	8.873373
5.100000	1.800000	9.396883
5.100000	1.900000	9.920762
5.100000	2.000000	10.445049
5.100000	2.100000	10.969787
5.100000	2.200000	11.495023
5.100000	2.300000	12.020810
5.100000	2.400000	12.547206
5.200000	1.300000	6.910242
5.200000	1.400000	7.442371
5.200000	1.500000	7.974724
5.200000	1.600000	8.507324
5.200000	1.700000	9.040197
5.200000	1.800000	9.573373
5.200000	1.900000	10.106883
5.200000	2.000000	10.640762
5.200000	2.100000	11.175049
5.200000	2.200000	11.709787
5.200000	2.300000	12.245023
5.200000	2.400000	12.780810
5.300000	1.300000	7.038316
5.300000	1.400000	7.580242
5.300000	1.500000	8.122371
5.300000	1.600000	8.664724
5.300000	1.700000	9.207324
5.300000	1.800000	9.750197
5.300000	1.900000	10.293373
5.300000	2.000000	10.836883
5.300000	2.100000	11.380762
5.300000	2.200000	11.925049
5.300000	2.300000	12.469787
5.300000	2.400000	13.015023
5.400000	1.300000	7.166573
5.400000	1.400000	7.718316
5.400000	1.500000	8.270242
5.400000	1.600000	8.822371
5.400000	1.700000	9.374724
5.400000	1.800000	9.927324
5.400000	1.900000	10.480197
5.400000	2.000000	11.033373
5.400000	2.100000	11.586883
5.400000	2.200000	12.140762
5.400000	2.300000	12.695049
5.400000	2.400000	13.249787
5.500000	1.300000	7.294996
5.500000	1.400000	7.856573
5.500000	1.500000	8.418316
5.500000	1.600000	8.980242
5.500000	1.700000	9.542371
5.500000	1.800000	10.104724
5.500000	1.900000	10.667324
5.500000	2.000000	11.230197
5.500000	2.100000	11.793373
5.500000	2.200000	12.356883
5.500000	2.300000	12.920762
5.500000	2.400000	13.485049
5.600000	1.300000	7.423569
5.600000	1.400000	7.994996
5.600000	1.500000	8.566573
5.600000	1.600000	9.138316
5.600000	1.700000	9.710242
5.600000	1.800000	10.282371
5.600000	1.900000	10.854724
5.600000	2.000000	11.427324
5.600000	2.100000	12.000197
5.600000	2.200000	12.573373
5.600000	2.300000	13.146883
5.600000	2.400000	13.720762
5.700000	1.300000	7.552277
5.700000	1.400000	8.133569
5.700000	1.500000	8.714996
5.700000	1.600000	9.296573
5.700000	1.700000	9.878316
5.700000	1.800000	10.460242
5.700000	1.900000	11.042371
5.700000	2.000000	11.624724
5.700000	2.100000	12.207324
5.700000	2.200000	12.790197
5.700000	2.300000	13.373373
5.700000	2.400000	13.956883
5.800000	1.300000	7.681109
5.800000	1.400000	8.272277
5.800000	1.500000	8.863569
5.800000	1.600000	9.454996
5.800000	1.700000	10.046573
5.800000	1.800000	10.638316
5.800000	1.900000	11.230242
5.800000	2.000000	11.822371
5.800000	2.100000	12.414724
5.800000	2.200000	13.007324
5.800000	2.300000	13.600197
5.800000	2.400000	14.193373
5.900000	1.300000	7.810052
5.900000	1.400000	8.411109
5.900000	1.500000	9.012277
5.900000	1.600000	9.613569
5.900000	1.700000	10.214996
5.900000	1.800000	10.816573
5.900000	1.900000	11.418316
5.900000	2.000000	12.020242
5.900000	2.100000	12.622371
5.900000	2.200000	13.224724
5.900000	2.300000	13.827324
5.900000	2.400000	14.430197
6.000000	1.300000	7.939095
6.000000	1.400000	8.550052
6.000000	1.500000	9.161109
6.000000	1.600000	9.772277
6.000000	1.700000	10.383569
6.000000	1.800000	10.994996
6.000000	1.900000	11.606573
6.000000	2.000000	12.218316
6.000000	2.100000	12.830242
6.000000	2.200000	13.442371
6.000000	2.300000	14.054724
6.000000	2.400000	14.667324
6.100000	1.300000	8.068230
6.100000	1.400000	8.689095
6.100000	1.500000	9.310052
6.100000	1.600000	9.931109
6.100000	1.700000	10.552277
6.100000	1.800000	11.173569
6.100000	1.900000	11.794996
6.100000	2.000000	12.416573
6.100000	2.100000	13.038316
6.100000	2.200000	13.660242
6.100000	2.300000	14.282371
6.100000	2.400000	14.904724
6.200000	1.300000	8.197447
6.200000	1.400000	8.828230
6.200000	1.500000	9.459095
6.200000	1.600000	10.090052
6.200000	1.700000	10.721109
6.200000	1.800000	11.352277
6.200000	1.900000	11.983569
6.200000	2.000000	12.614996
6.200000	2.100000	13.246573
6.200000	2.200000	13.878316
6.200000	2.300000	14.510242
6.200000	2.400000	15.142371
6.300000	1.300000	8.326738
6.300000	1.400000	8.967447
6.300000	1.500000	9.608230
6.300000	1.600000	10.249095
6.300000	1.700000	10.890052
6.300000	1.800000	11.531109
6.300000	1.900000	12.172277
6.300000	2.000000	12.813569
6.300000	2.100000	13.454996
6.300000	2.200000	14.096573
6.300000	2.300000	14.738316
6.300000	2.400000	15.380242
6.400000	1.300000	8.456097
6.400000	1.400000	9.106738
6.400000	1.500000	9.757447
6.400000	1.600000	10.408230
6.400000	1.700000	11.059095
6.400000	1.800000	11.710052
6.400000	1.900000	12.361109
6.400000	2.000000	13.012277
6.400000	2.100000	13.663569
6.400000	2.200000	14.314996
6.400000	2.300000	14.966573
6.400000	2.400000	15.618316
6.500000	1.300000	8.585517
6.500000	1.400000	9.246097
6.500000	1.500000	9.906738
6.500000	1.600000	10.567447
6.500000	1.700000	11.228230
6.500000	1.800000	11.889095
6.500000	1.900000	12.550052
6.500000	2.000000	13.211109
6.500000	2.100000	13.872277
6.500000	2.200000	14.533569
6.500000	2.300000	15.194996
6.500000	2.400000	15.856573
6.600000	1.300000	8.714992
6.600000	1.400000	9.385517
6.600000	1.500000	10.056097
6.600000	1.600000	10.726738
6.600000	1.700000	11.397447
6.600000	1.800000	12.068230
6.600000	1.900000	12.739095
6.600000	2.000000	13.410052
6.600000	2.100000	14.081109
6.600000	2.200000	14.752277
6.600000	2.300000	15.423569
6.600000	2.400000	16.094996
6.700000	1.300000	8.844517
6.700000	1.400000	9.524992
6.700000	1.500000	10.205517
6.700000	1.600000	10.886097
6.700000	1.700000	11.566738
6.700000	1.800000	12.247447
6.700000	1.900000	12.928230
6.700000	2.000000	13.609095
6.700000	2.100000	14.290052
6.700000	2.200000	14.971109
6.700000	2.300000	15.652277
6.700000	2.400000	16.333569
6.800000	1.300000	8.974087
6.800000	1.400000	9.664517
6.800000	1.500000	10.354992
6.800000	1.600000	11.045517
6.800000	1.700000	11.736097
6.800000	1.800000	12.426738
6.800000	1.900000	13.117447
6.800000	2.000000	13.808230
6.800000	2.100000	14.499095
6.800000	2.200000	15.190052
6.800000	2.300000	15.881109
6.800000	2.400000	16.572277
6.900000	1.300000	9.103698
6.900000	1.400000	9.804087
6.900000	1.500000	10.504517
6.900000	1.600000	11.204992
6.900000	1.700000	11.905517
6.900000	1.800000	12.606097
6.900000	1.900000	13.306738
6.900000	2.000000	14.007447
6.900000	2.100000	14.708230
6.900000	2.200000	15.409095
6.900000	2.300000	16.110052
6.900000	2.400000	16.811109
7.000000	1.300000	9.233346
7.000000	1.400000	9.943698
7.000000	1.500000	10.654087
7.000000	1.600000	11.364517
7.000000	1.700000	12.074992
7.000000	1.800000	12.785517
7.000000	1.900000	13.496097
7.000000	2.000000	14.206738
7.000000	2.100000	14.917447
7.000000	2.200000	15.628230
7.000000	2.300000	16.339095
7.000000	2.400000	17.050052
7.100000	1.300000	9.363028
7.100000	1.400000	10.083346
7.100000	1.500000	10.803698
7.100000	1.600000	11.524087
7.100000	1.700000	12.244517
7.100000	1.800000	12.964992
7.100000	1.900000	13.685517
7.100000	2.000000	14.406097
7.100000	2.100000	15.126738
7.100000	2.200000	15.847447
7.100000	2.300000	16.568230
7.100000	2.400000	17.289095
7.200000	1.300000	9.492739
7.200000	1.400000	10.223028
7.200000	1.500000	10.953346
7.200000	1.600000	11.683698
7.200000	1.700000	12.414087
7.200000	1.800000	13.144517
7.200000	1.900000	13.874992
7.200000	2.000000	14.605517
7.200000	2.100000	15.336097
7.200000	2.200000	16.066738
7.200000	2.300000	16.797447
7.200000	2.400000	17.528230
7.300000	1.300000	9.622479
7.300000	1.400000	10.362739
7.300000	1.500000	11.103028
7.300000	1.600000	11.843346
7.300000	1.700000	12.583698
7.300000	1.800000	13.324087
7.300000	1.900000	14.064517
7.300000	2.000000	14.804992
7.300000	2.100000	15.545517
7.300000	2.200000	16.286097
7.300000	2.300000	17.026738
7.300000	2.400000	17.767447
7.400000	1.300000	9.752243
7.400000	1.400000	10.502479
7.400000	1.500000	11.252739
7.400000	1.600000	12.003028
7.400000	1.700000	12.753346
7.400000	1.800000	13.503698
7.400000	1.900000	14.254087
7.400000	2.000000	15.004517
7.400000	2.100000	15.754992
7.400000	2.200000	16.505517
7.400000	2.300000	17.256097
7.400000	2.400000	18.006738
7.500000	1.300000	9.882029
7.500000	1.400000	10.642243
7.500000	1.500000	11.402479
7.500000	1.600000	12.162739
7.500000	1.700000	12.923028
7.500000	1.800000	13.683346
7.500000	1.900000	14.443698
7.500000	2.000000	15.204087
7.500000	2.100000	15.964517
7.500000	2.200000	16.724992
7.500000	2.300000	17.485517
7.500000	2.400000	18.246097
7.600000	1.300000	10.011836
7.600000	1.400000	10.782029
7.600000	1.500000	11.552243
7.600000	1.600000	12.322479
7.600000	1.700000	13.092739
7.600000	1.800000	13.863028
7.600000	1.900000	14.633346
7.600000	2.000000	15.403698
7.600000	2.100000	16.174087
7.600000	2.200000	16.944517
7.600000	2.300000	17.714992
7.600000	2.400000	18.485517
7.700000	1.300000	10.141662
7.700000	1.400000	10.921836
7.700000	1.500000	11.702029
7.700000	1.600000	12.482243
7.700000	1.700000	13.262479
7.700000	1.800000	14.042739
7.700000	1.900000	14.823028
7.700000	2.000000	15.603346
7.700000	2.100000	16.383698
7.700000	2.200000	17.164087
7.700000	2.300000	17.944517
7.700000	2.400000	18.724992
7.800000	1.300000	10.271503
7.800000	1.400000	11.061662
7.800000	1.500000	11.851836
7.800000	1.600000	12.642029
7.800000	1.700000	13.432243
7.800000	1.800000	14.222479
7.800000	1.900000	15.012739
7.800000	2.000000	15.803028
7.800000	2.100000	16.593346
7.800000	2.200000	17.383698
7.800000	2.300000	18.174087
7.800000	2.400000	18.964517
7.900000	1.300000	10.401360
7.900000	1.400000	11.201503
7.900000	1.500000	12.001662
7.900000	1.600000	12.801836
7.900000	1.700000	13.602029
7.900000	1.800000	14.402243
7.900000	1.900000	15.202479
7.900000	2.000000	16.002739
7.900000	2.100000	16.803028
7.900000	2.200000	17.603346
7.900000	2.300000	18.403698
7.900000	2.400000	19.204087
8.000000	1.300000	10.531231
8.000000	1.400000	11.341360
8.000000	1.500000	12.151503
8.000000	1.600000	12.961662
8.000000	1.700000	13.771836
8.000000	1.800000	14.582029
8.000000	1.900000	15.392243
8.000000	2.000000	16.202479
8.000000	2.100000	17.012739
8.000000	2.200000	17.823028
8.000000	2.300000	18.633346
8.000000	2.400000	19.443698
8.100000	1.300000	10.661114
8.100000	1.400000	11.481231
8.100000	1.500000	12.301360
8.100000	1.600000	13.121503
8.100000	1.700000	13.941662
8.100000	1.800000	14.761836
8.100000	1.900000	15.582029
8.100000	2.000000	16.402243
8.100000	2.100000	17.222479
8.100000	2.200000	18.042739
8.100000	2.300000	18.863028
8.100000	2.400000	19.683346
8.200000	1.300000	10.791008
8.200000	1.400000	11.621114
8.200000	1.500000	12.451231
8.200000	1.600000	13.281360
8.200000	1.700000	14.111503
8.200000	1.800000	14.941662
8.200000	1.900000	15.771836
8.200000	2.000000	16.602029
8.200000	2.100000	17.432243
8.200000	2.200000	18.262479
8.200000	2.300000	19.092739
8.200000	2.400000	19.923028
8.300000	1.300000	10.920912
8.300000	1.400000	11.761008
8.300000	1.500000	12.601114
8.300000	1.600000	13.441231
8.300000	1.700000	14.281360
8.300000	1.800000	15.121503
8.300000	1.900000	15.961662
8.300000	2.000000	16.801836
8.300000	2.100000	17.642029
8.300000	2.200000	18.482243
8.300000	2.300000	19.322479
8.300000	2.400000	20.162739
8.400000	1.300000	11.050825
8.400000	1.400000	11.900912
8.400000	1.500000	12.751008
8.400000	1.600000	13.601114
8.400000	1.700000	14.451231
8.400000	1.800000	15.301360
8.400000	1.900000	16.151503
8.400000	2.000000	17.001662
8.400000	2.100000	17.851836
8.400000	2.200000	18.702029
8.400000	2.300000	19.552243
8.400000	2.400000	20.402479
8.500000	1.300000	11.180747
8.500000	1.400000	12.040825
8.500000	1.500000	12.900912
8.500000	1.600000	13.761008
8.500000	1.700000	14.621114
8.500000	1.800000	15.481231
8.500000	1.900000	16.341360
8.500000	2.000000	17.201503
8.500000	2.100000	18.061662
8.500000	2.200000	18.921836
8.500000	2.300000	19.782029
8.500000	2.400000	20.642243
8.600000	1.300000	11.310676
8.600000	1.400000	12.180747
8.600000	1.500000	13.050825
8.600000	1.600000	13.920912
8.600000	1.700000	14.791008
8.600000	1.800000	15.661114
8.600000	1.900000	16.531231
8.600000	2.000000	17.401360
8.600000	2.100000	18.271503
8.600000	2.200000	19.141662
8.600000	2.300000	20.011836
8.600000	2.400000	20.882029
8.700000	1.300000	11.440611
8.700000	1.400000	12.320676
8.700000	1.500000	13.200747
8.700000	1.600000	14.080825
8.700000	1.700000	14.960912
8.700000	1.800000	15.841008
8.700000	1.900000	16.721114
8.700000	2.000000	17.601231
8.700000	2.100000	18.481360
8.700000	2.200000	19.361503
8.700000	2.300000	20.241662
8.700000	2.400000	21.121836
8.800000	1.300000	11.570553
8.800000	1.400000	12.460611
8.800000	1.500000	13.350676
8.800000	1.600000	14.240747
8.800000	1.700000	15.130825
8.800000	1.800000	16.020912
8.800000	1.900000	16.911008
8.800000	2.000000	17.801114
8.800000	2.100000	18.691231
8.800000	2.200000	19.581360
8.800000	2.300000	20.471503
8.800000	2.400000	21.361662
8.900000	1.300000	11.700500
8.900000	1.400000	12.600553
8.900000	1.500000	13.500611
8.900000	1.600000	14.400676
8.900000	1.700000	15.300747
8.900000	1.800000	16.200825
8.900000	1.900000	17.100912
8.900000	2.000000	18.001008
8.900000	2.100000	18.901114
8.900000	2.200000	19.801231
8.900000	2.300000	20.701360
8.900000	2.400000	21.601503
9.000000	1.300000	11.830453
9.000000	1.400000	12.740500
9.000000	1.500000	13.650553
9.000000	1.600000	14.560611
9.000000	1.700000	15.470676
9.000000	1.800000	16.380747
9.000000	1.900000	17.290825
9.000000	2.000000	18.200912
9.000000	2.100000	19.111008
9.000000	2.200000	20.021114
9.000000	2.300000	20.931231
9.000000	2.400000	21.841360
9.100000	1.300000	11.960410
9.100000	1.400000	12.880453
9.100000	1.500000	13.800500
9.100000	1.600000	14.720553
9.100000	1.700000	15.640611
9.100000	1.800000	16.560676
9.100000	1.900000	17.480747
9.100000	2.000000	18.400825
9.100000	2.100000	19.320912
9.100000	2.200000	20.241008
9.100000	2.300000	21.161114
9.100000	2.400000	22.081231
9.200000	1.300000	12.090371
9.200000	1.400000	13.020410
9.200000	1.500000	13.950453
9.200000	1.600000	14.880500
9.200000	1.700000	15.810553
9.200000	1.800000	16.740611
9.200000	1.900000	17.670676
9.200000	2.000000	18.600747
9.200000	2.100000	19.530825
9.200000	2.200000	20.460912
9.200000	2.300000	21.391008
9.200000	2.400000	22.321114
9.300000	1.300000	12.220335
9.300000	1.400000	13.160371
9.300000	1.500000	14.100410
9.300000	1.600000	15.040453
9.300000	1.700000	15.980500
9.300000	1.800000	16.920553
9.300000	1.900000	17.860611
9.300000	2.000000	18.800676
9.300000	2.100000	19.740747
9.300000	2.200000	20.680825
9.300000	2.300000	21.620912
9.300000	2.400000	22.561008
9.400000	1.300000	12.350304
9.400000	1.400000	13.300335
9.400000	1.500000	14.250371
9.400000	1.600000	15.200410
9.400000	1.700000	16.150453
9.400000	1.800000	17.100500
9.400000	1.900000	18.050553
9.400000	2.000000	19.000611
9.400000	2.100000	19.950676
9.400000	2.200000	20.900747
9.400000	2.300000	21.850825
9.400000	2.400000	22.800912
9.500000	1.300000	12.480275
9.500000	1.400000	13.440304
9.500000	1.500000	14.400335
9.500000	1.600000	15.360371
9.500000	1.700000	16.320410
9.500000	1.800000	17.280453
9.500000	1.900000	18.240500
9.500000	2.000000	19.200553
9.500000	2.100000	20.160611
9.500000	2.200000	21.120676
9.500000	2.300000	22.080747
9.500000	2.400000	23.040825
9.600000	1.300000	12.610249
9.600000	1.400000	13.580275
9.600000	1.500000	14.550304
9.600000	1.600000	15.520335
9.600000	1.700000	16.490371
9.600000	1.800000	17.460410
9.600000	1.900000	18.430453
9.600000	2.000000	19.400500
9.600000	2.100000	20.370553
9.600000	2.200000	21.340611
9.600000	2.300000	22.310676
9.600000	2.400000	23.280747
9.700000	1.300000	12.740225
9.700000	1.400000	13.720249
9.700000	1.500000	14.700275
9.700000	1.600000	15.680304
9.700000	1.700000	16.660335
9.700000	1.800000	17.640371
9.700000	1.900000	18.620410
9.700000	2.000000	19.600453
9.700000	2.100000	20.580500
9.700000	2.200000	21.560553
9.700000	2.300000	22.540611
9.700000	2.400000	23.520676
9.800000	1.300000	12.870203
9.800000	1.400000	13.860225
9.800000	1.500000	14.850249
9.800000	1.600000	15.840275
9.800000	1.700000	16.830304
9.800000	1.800000	17.820335
9.800000	1.900000	18.810371
9.800000	2.000000	19.800410
9.800000	2.100000	20.790453
9.800000	2.200000	21.780500
9.800000	2.300000	22.770553
9.800000	2.400000	23.760611
9.900000	1.300000	13.000184
9.900000	1.400000	14.000203
9.900000	1.500000	15.000225
9.900000	1.600000	16.000249
9.900000	1.700000	17.000275
9.900000	1.800000	18.000304
9.900000	1.900000	19.000335
9.900000	2.000000	20.000371
9.900000	2.100000	21.000410
9.900000	2.200000	22.000453
9.900000	2.300000	23.000500
9.900000	2.400000	24.000553
0.000000	2.500000	0.000232
0.000000	2.600000	-0.308788
0.000000	2.700000	-0.587583
0.000000	2.800000	-0.808864
0.000000	2.900000	-0.950973
0.000000	3.000000	-1.000000
0.000000	3.100000	-0.951145
0.000000	3.200000	-0.809191
0.000000	3.300000	-0.588033
0.000000	3.400000	-0.309317
0.000000	3.500000	-0.000324
0.000000	3.600000	0.308700
0.100000	2.500000	0.569228
0.100000	2.600000	0.270232
0.100000	2.700000	-0.028788
0.100000	2.800000	-0.297583
0.100000	2.900000	-0.508864
0.100000	3.000000	-0.640973
0.100000	3.100000	-0.680000
0.100000	3.200000	-0.621145
0.100000	3.300000	-0.469191
0.100000	3.400000	-0.238033
0.100000	3.500000	0.050683
0.100000	3.600000	0.369676
0.200000	2.500000	1.107958
0.200000	2.600000	0.849228
0.200000	2.700000	0.560232
0.200000	2.800000	0.271212
0.200000	2.900000	0.012417
0.200000	3.000000	-0.188864
0.200000	3.100000	-0.310973
0.200000	3.200000	-0.340000
0.200000	3.300000	-0.271145
0.200000	3.400000	-0.109191
0.200000	3.500000	0.131967
0.200000	3.600000	0.430683
0.300000	2.500000	1.589137
0.300000	2.600000	1.397958
0.300000	2.700000	1.149228
0.300000	2.800000	0.870232
0.300000	2.900000	0.591212
0.300000	3.000000	0.342417
0.300000	3.100000	0.151136
0.300000	3.200000	0.039027
0.300000	3.300000	0.020000
0.300000	3.400000	0.098855
0.300000	3.500000	0.270809
0.300000	3.600000	0.521967
0.400000	2.500000	1.991117
0.400000	2.600000	1.889137
0.400000	2.700000	1.707958
0.400000	2.800000	1.469228
0.400000	2.900000	1.200232
0.400000	3.000000	0.931212
0.400000	3.100000	0.692417
0.400000	3.200000	0.511136
0.400000	3.300000	0.409027
0.400000	3.400000	0.400000
0.400000	3.500000	0.488855
0.400000	3.600000	0.670809
0.500000	2.500000	2.300000
0.500000	2.600000	2.301117
0.500000	2.700000	2.209137
0.500000	2.800000	2.037958
0.500000	2.900000	1.809228
0.500000	3.000000	1.550232
0.500000	3.100000	1.291212
0.500000	3.200000	1.062417
0.500000	3.300000	0.891136
0.500000	3.400000	0.799027
0.500000	3.500000	0.800000
0.500000	3.600000	0.898855
0.600000	2.500000	2.511002
0.600000	2.600000	2.620000
0.600000	2.700000	2.631117
0.600000	2.800000	2.549137
0.600000	2.900000	2.387958
0.600000	3.000000	2.169228
0.600000	3.100000	1.920232
0.600000	3.200000	1.671212
0.600000	3.300000	1.452417
0.600000	3.400000	1.291136
0.600000	3.500000	1.209027
0.600000	3.600000	1.220000
0.700000	2.500000	2.628919
0.700000	2.600000	2.841002
0.700000	2.700000	2.960000
0.700000	2.800000	2.981117
0.700000	2.900000	2.909137
0.700000	3.000000	2.757958
0.700000	3.100000	2.549228
0.700000	3.200000	2.310232
0.700000	3.300000	2.071212
0.700000	3.400000	1.862417
0.700000	3.500000	1.711136
0.700000	3.600000	1.639027
0.800000	2.500000	2.667658
0.800000	2.600000	2.968919
0.800000	2.700000	3.191002
0.800000	2.800000	3.320000
0.800000	2.900000	3.351117
0.800000	3.000000	3.289137
0.800000	3.100000	3.147958
0.800000	3.200000	2.949228
0.800000	3.300000	2.720232
0.800000	3.400000	2.491212
0.800000	3.500000	2.292417
0.800000	3.600000	2.151136
0.900000	2.500000	2.648876
0.900000	2.600000	3.017658
0.900000	2.700000	3.328919
0.900000	2.800000	3.561002
0.900000	2.900000	3.700000
0.900000	3.000000	3.741117
0.900000	3.100000	3.689137
0.900000	3.200000	3.557958
0.900000	3.300000	3.369228
0.900000	3.400000	3.150232
0.900000	3.500000	2.931212
0.900000	3.600000	2.742417
1.000000	2.500000	2.599861
1.000000	2.600000	3.008876
1.000000	2.700000	3.387658
1.000000	2.800000	3.708919
1.000000	2.900000	3.951002
1.000000	3.000000	4.100000
1.000000	3.100000	4.151117
1.000000	3.200000	4.109137
1.000000	3.300000	3.987958
1.000000	3.400000	3.809228
1.000000	3.500000	3.600232
1.000000	3.600000	3.391212
1.100000	2.500000	2.550860
1.100000	2.600000	2.969861
1.100000	2.700000	3.388876
1.100000	2.800000	3.777658
1.100000	2.900000	4.108919
1.100000	3.000000	4.361002
1.100000	3.100000	4.520000
1.100000	3.200000	4.581117
1.100000	3.300000	4.549137
1.100000	3.400000	4.437958
1.100000	3.500000	4.269228
1.100000	3.600000	4.070232
1.200000	2.500000	2.532117
